GHO (CODE),GHO (DISPLAY),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value
GHED_GGHE-DGGE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of general government expenditure (GGE) (%),2004-01-01,2004,2004,AFR,Africa,KEN,Kenya,,,,6.99,6.99
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",2010-01-01,2010,2010,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,Total,7.15358,7.15 [4.09 - 10.96]
WHS3_50,Yellow fever - number of reported cases,2016-01-01,2016,2016,AFR,Africa,KEN,Kenya,,,,3.0,3
M_Est_cig_curr,Estimate of current cigarette smoking prevalence (%),2030-01-01,2030,2030,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,0.2,0.2 [0.1-0.3]
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",2004-01-01,2004,2004,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,20.05894,20.1 [18.0-22.2]
WHOSIS_000001,Life expectancy at birth (years),2004-01-01,2004,2004,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,56.75644,56.8 [55.8-57.7]
NCDMORT3070,"Probability (%) of dying between age 30 and exact age 70 from any of cardiovascular disease, cancer, diabetes, or chronic respiratory disease",2006-01-01,2006,2006,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,24.67656,24.7 [19.5-31.2]
NCD_CCS_palliative_home,General availability of palliative care in community or home-based care in the public health system,2019-01-01,2019,2019,AFR,Africa,KEN,Kenya,,,,62344.04821834804,No
W5_top_side_C,Health warnings on smokeless tobacco packaging must be placed at the top of the principal display areas of the package,2008-01-01,2008,2008,AFR,Africa,KEN,Kenya,,,,62344.04821834804,No
HIV_0000000023,Estimated number of children needing antiretroviral therapy based on WHO methods,2015-01-01,2015,2015,AFR,Africa,KEN,Kenya,,,,150000.0,150 000 [110 000 - 180 000]
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",2017-01-01,2017,2017,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,2.11222,2.11 [0.74 - 4.36]
M_Est_smk_curr_std,Estimate of current tobacco smoking prevalence (%) (age-standardized rate),2020-01-01,2020,2020,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,9.0,9.0 [6.9-11.1]
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",2008-01-01,2008,2008,AFR,Africa,KEN,Kenya,WEALTHQUINTILE,WEALTHQUINTILE_WQ2,Q2,6.0,6.0 [4.2-8.5]
NUT_BF_EVBF,Ever breastfed,1998-01-01,1998,1998,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,98.2,98.2
HEMOGLOBINLEVEL_PREGNANT_MEAN,Mean hemoglobin level of pregnant women (aged 15-49 years),2002-01-01,2002,2002,AFR,Africa,KEN,Kenya,,,,111.0,111 [107-116]
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",1992-01-01,1992,1992,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,11.68138,11.7 [9.1-14.6]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2010-01-01,2010,2010,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.13134,0.1
SDG_SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",2005-01-01,2005,2005,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,1721.759,1722 [1309-2238]
SA_0000001751,"Alcohol, average daily intake in grams among drinkers, three-year average",2006-01-01,2006,2006,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,9.06479,9.1 [3.9 - 15.4]
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2020-01-01,2020,2020,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,12.29015,12.3 [7.0-19.0]
CM_04,Number of deaths among children ages 5 to 9 years,1999-01-01,1999,1999,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,5076.0,5076 [4436-5776]
HIV_0000000024,Estimated antiretroviral therapy coverage among children,2023-01-01,2023,2023,AFR,Africa,KEN,Kenya,,,,70.0,70 [54 - 88]
ASSISTIVETECH_Q10,Existence of initiatives/collaborations on assistive technology,2021-01-01,2021,2021,AFR,Africa,KEN,Kenya,ASSISTIVETECHSUBQUESTION,ASSISTIVETECHSUBQUESTION_ASSISTIVETECH_SUMMARY,Summary,62344.04821834804,Yes
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",2000-01-01,2000,2000,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS36-47,36 to 47 months,16.2,16.2 [13.9-18.7]
MORT_100,Number of deaths,2009-01-01,2009,2009,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,9997.80246,9998
MORT_200,Deaths per 1 000 live births,2010-01-01,2010,2010,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,4.95455,5
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,4.7,4.7 [4.2-5.3]
NUT_CF_MMF,Minimum Meal Frequency 6-23 months,2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,WEALTHQUINTILE,WEALTHQUINTILE_WQ2,Q2,45.6,45.6 [40.9-50.3]
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",2017-01-01,2017,2017,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,Rural,3.9,3.9 [1.1 - 9.2]
AIR_62,"Household and ambient air pollution attributable DALYs (per 100 000 capita, age-standardized)",2012-01-01,2012,2012,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,47.648,48 [40-55]
AIR_41,Ambient air pollution attributable deaths,2019-01-01,2019,2019,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,15.68,16 [6-30]
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2004-01-01,2004,2004,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,5.07879,5.1 [2.5-8.0]
MORT_100,Number of deaths,2006-01-01,2006,2006,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,339.90635,339.9
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2007-01-01,2007,2007,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,13.49374,13.5 [10.7-16.5]
WHS4_543,BCG immunization coverage among 1-year-olds (%),2011-01-01,2011,2011,AFR,Africa,KEN,Kenya,,,,99.0,99
MORT_100,Number of deaths,2004-01-01,2004,2004,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,414.20374,414.2
AIR_15,Household air pollution attributable DALYs,2012-01-01,2012,2012,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,3150.445,3150 [2725-3517]
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),2001-01-01,2001,2001,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,13.6213,13.6 [13.0-14.4]
TB_e_inc_rr_num,Estimated number of MDR/RR-TB incident cases,2018-01-01,2018,2018,AFR,Africa,KEN,Kenya,,,,1700.0,1700 [810-2600]
AIR_15,Household air pollution attributable DALYs,2019-01-01,2019,2019,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,73215.912,73 216 [44 479-114 186]
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",2022-01-01,2022,2022,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS54-59,54 to 59 months,10.0,10.0 [8.4-11.9]
MORT_MATERNALNUM,Number of maternal deaths,2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,,,,7278.34718,7 278 [5 684-9 465]
SA_0000001747,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), three-year average",2008-01-01,2008,2008,AFR,Africa,KEN,Kenya,,,,1.8132,1.8 [0.6 - 3.0]
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",2022-01-01,2022,2022,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS36-59,36 to 59 months,1.4,1.4 [0.9-2.1]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.0,0
MORT_100,Number of deaths,2016-01-01,2016,2016,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,1874.14391,1874.1
CM_02,Number of infant deaths,1964-01-01,1964,1964,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,23190.0,23 190 [21 536-24 943]
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",2000-01-01,2000,2000,AFR,Africa,KEN,Kenya,WEALTHQUINTILE,WEALTHQUINTILE_WQ2,Q2,7.4,7.4 [5.8-9.4]
AIR_7,Ambient air pollution attributable DALYs,2016-01-01,2016,2016,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,26690.49,26 690 [14 749-36 923]
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2019-01-01,2019,2019,AFR,Africa,KEN,Kenya,SEVERITY,SEVERITY_MODERATE,Moderate,10.9,10.9 [4.7-20.9]
NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",1988-01-01,1988,1988,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,2.4,2.4 [2.1-2.6]
MORT_100,Number of deaths,2018-01-01,2018,2018,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,4481.23849,4481
NTD_8,Number of people who received treatment with antibiotics for trachoma,2007-01-01,2007,2007,AFR,Africa,KEN,Kenya,,,,800000.0,800000
MORT_100,Number of deaths,2019-01-01,2019,2019,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,1684.78041,1684.8
PHE_HHAIR_PROP_POP_POLLUTING_FUELS,Proportion of population with primary reliance on polluting fuels and technologies for cooking (%),2012-01-01,2012,2012,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,Total,91.5,91.5 [82.4 - 97]
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",2016-01-01,2016,2016,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS48-53,48 to 53 months,5.3,5.3 [4.1-6.9]
AIR_11,Household air pollution attributable deaths,2012-01-01,2012,2012,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,1570.169,1570 [1287-1895]
MORT_100,Number of deaths,2007-01-01,2007,2007,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,3211.57455,3211.6
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2013-01-01,2013,2013,AFR,Africa,KEN,Kenya,SEVERITY,SEVERITY_SEVERE,Severe,1.0,1.0 [0.3-2.1]
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),1997-01-01,1997,1997,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,16.26674,16.3 [12.7-20.5]
NUT_BF_EBF,Exclusive breastfeeding under six months,2000-01-01,2000,2000,AFR,Africa,KEN,Kenya,HOUSEHOLDWEALTH,HOUSEHOLDWEALTH_WEALTH_BOTTOM80,Wealth - Bottom 80%,11.8,11.8 [8.6-16.1]
PHE_HHAIR_PROP_POP_POLLUTING_FUELS,Proportion of population with primary reliance on polluting fuels and technologies for cooking (%),2015-01-01,2015,2015,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,70.6,70.6 [49.8 - 86.2]
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",2011-01-01,2011,2011,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,Rural,10.1,10.1 [3.9 - 19.6]
NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",1981-01-01,1981,1981,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,3.8,3.8 [3.4-4.3]
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),2000-01-01,2000,2000,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,58.19067,58.2 [54.9-61.8]
AIR_7,Ambient air pollution attributable DALYs,2017-01-01,2017,2017,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,573.012,573 [215-1090]
SDGHIV,New HIV infections (per 1000 uninfected population),2013-01-01,2013,2013,AFR,Africa,KEN,Kenya,,,,1.5,1.5 [0.81 - 2.4]
WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%),2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,,,,90.0,90
NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",1997-01-01,1997,1997,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,3.8,3.8 [3.3-4.2]
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2009-01-01,2009,2009,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,3.97222,4.0 [1.8-6.2]
MORT_100,Number of deaths,2005-01-01,2005,2005,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,114.20323,114.2
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2017-01-01,2017,2017,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,12.53547,12.5 [9.8-15.6]
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",1993-01-01,1993,1993,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS12-23,12 to 23 months,5.7,5.7 [4.2-7.6]
TB_1,Tuberculosis treatment coverage,2017-01-01,2017,2017,AFR,Africa,KEN,Kenya,,,,53.0,53 [34-97]
MORT_200,Deaths per 1 000 live births,2013-01-01,2013,2013,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,4.33071,4.3
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),2005-01-01,2005,2005,AFR,Africa,KEN,Kenya,SEVERITY,SEVERITY_MILD,Mild,20.7,20.7 [14.9-25.5]
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",2003-01-01,2003,2003,AFR,Africa,KEN,Kenya,EDUCATIONLEVEL,EDUCATIONLEVEL_EDUC_SECONDARY,Secondary education,6.4,6.4 [4.8-8.6]
O_Bup_where,Bupropion - place available,2007-01-01,2007,2007,AFR,Africa,KEN,Kenya,,,,62344.04821834804,In a pharmacy with a prescription
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",2017-01-01,2017,2017,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,3.60009,3.6 [1.5-6.7]
NUT_BF_EVBF,Ever breastfed,2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,EDUCATIONLEVEL,EDUCATIONLEVEL_EDUC_NONE_PRIMARY,None and primary education,98.6,98.6 [97.9-99.1]
TB_hivtest_pct,TB patients with known HIV status (%),2018-01-01,2018,2018,AFR,Africa,KEN,Kenya,,,,98.0,98
AIR_90,"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)",2012-01-01,2012,2012,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,896.105,896 [520-1320]
Adult_nonsmoked_national,Representation of latest adult prevalence survey (nonsmoked),2015-01-01,2015,2015,AFR,Africa,KEN,Kenya,,,,62344.04821834804,National
CM_02,Number of infant deaths,1991-01-01,1991,1991,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,65902.0,65 902 [62 383-69 718]
CM_01,Number of under-five deaths,1995-01-01,1995,1995,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,115043.0,115 043 [107 849-122 677]
HEMOGLOBINLEVEL_NONPREGNANT_MEAN,Mean hemoglobin level of non-pregnant women (aged 15-49 years),2016-01-01,2016,2016,AFR,Africa,KEN,Kenya,,,,129.0,129 [123-135]
PCV3,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),2019-01-01,2019,2019,AFR,Africa,KEN,Kenya,,,,93.0,93
W11_outside_pack_C,Do health warnings appear on each smokeless tobacco package and any outside packaging and labelling used in the retail sale?,2022-01-01,2022,2022,AFR,Africa,KEN,Kenya,,,,62344.04821834804,Yes
NCD_PAC_ADO,Insufficiently active (crude estimate),2008-01-01,2008,2008,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,86.89792,86.9 [84.4-89.1]
MORT_200,Deaths per 1 000 live births,2001-01-01,2001,2001,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,2.39588,2.4
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,2.9,2.9 [2.0-4.2]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2011-01-01,2011,2011,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.00615,0
AIR_60,Household and ambient air pollution attributable DALYs,2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,8641.035,8641 [7161-9927]
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",1993-01-01,1993,1993,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,14.8,14.8 [10.5-20.4]
AIR_60,Household and ambient air pollution attributable DALYs,2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,514338.767,514 339 [446 820-576 724]
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",2016-01-01,2016,2016,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,4.7582,4.8 [2.2 - 7.7]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2002-01-01,2002,2002,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.0291,0
MORT_100,Number of deaths,2002-01-01,2002,2002,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,13391.06532,13391.1
AIR_11,Household air pollution attributable deaths,2015-01-01,2015,2015,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,2066.924,2067 [1262-3157]
RSUD_630,Programmes readily available,2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,PROGRAMME,PROGRAMME_NEEDLESYRINGE_EXCH_PRGRMS,Needle/syringe exchange programmes,62344.04821834804,No data
AIR_41,Ambient air pollution attributable deaths,2017-01-01,2017,2017,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,3288.476,3288 [1884-4848]
RSUD_750,Standards of care for professionals providing treatment for alcohol and drug use disorders,2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,RSUDHWF,RSUDHWF_ADDICTION_COUNSELLORS,Addiction counsellors,62344.04821834804,No data
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",2015-01-01,2015,2015,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,Rural,1.3,1.3 [0.2 - 3.8]
NCDMORT3070,"Probability (%) of dying between age 30 and exact age 70 from any of cardiovascular disease, cancer, diabetes, or chronic respiratory disease",2000-01-01,2000,2000,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,20.06652,20.1 [13.5-28.6]
AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",2015-01-01,2015,2015,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,12.55,13 [4-23]
SA_0000001409,"Alcohol, abstainers lifetime (%), age-standardized",2020-01-01,2020,2020,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,68.64216,68.6 [66.3 - 70.7]
CM_01,Number of under-five deaths,1996-01-01,1996,1996,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,54128.0,54 128 [50 563-57 821]
CM_04,Number of deaths among children ages 5 to 9 years,1998-01-01,1998,1998,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,5002.0,5002 [4381-5690]
W18_misleading_terms_C,Ban on deceitful terms on smokeless tobacco packaging,2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,,,,62344.04821834804,Yes
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",2022-01-01,2022,2022,AFR,Africa,KEN,Kenya,EDUCATIONLEVEL,EDUCATIONLEVEL_TOTL,Total,9.8,9.8 [9.2-10.5]
AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",2019-01-01,2019,2019,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,28.489,28 [17-41]
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",2016-01-01,2016,2016,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,Total,0.0,0 [0 - 0.9]
NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",1994-01-01,1994,1994,AFR,Africa,KEN,Kenya,HOUSEHOLDWEALTH,HOUSEHOLDWEALTH_WEALTH_MIDDLE60,Wealth - Middle 60%,4.7,4.7 [4.0-5.6]
PHE_HHAIR_POP_POLLUTING_FUELS,Population with primary reliance on polluting fuels and technologies for cooking (in millions),2013-01-01,2013,2013,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,Rural,32.90359,32.9 [31.55 - 33.58]
NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",2003-01-01,2003,2003,AFR,Africa,KEN,Kenya,HOUSEHOLDWEALTH,HOUSEHOLDWEALTH_WEALTH_BOTTOM80,Wealth - Bottom 80%,18.2,18.2 [16.6-20.0]
TB_e_inc_rr_num,Estimated number of MDR/RR-TB incident cases,2020-01-01,2020,2020,AFR,Africa,KEN,Kenya,,,,1400.0,1400 [740-2100]
MORT_100,Number of deaths,2002-01-01,2002,2002,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,1862.47842,1862.5
MORT_300,Distribution of causes of death among children aged < 5 years (%),2006-01-01,2006,2006,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.03788,0
TB_c_tbhiv_tsr,Treatment success rate: HIV-positive TB cases,2015-01-01,2015,2015,AFR,Africa,KEN,Kenya,,,,82.0,82
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),2017-01-01,2017,2017,AFR,Africa,KEN,Kenya,SEVERITY,SEVERITY_MODERATE,Moderate,1260.0,1260 [621-2220]
P8_pub_transp,National smoking ban in PUBLIC TRANSPORT,2022-01-01,2022,2022,AFR,Africa,KEN,Kenya,,,,62344.04821834804,No
CM_01,Number of under-five deaths,1965-01-01,1965,1965,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,80584.0,80 584 [74 978-86 529]
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2019-01-01,2019,2019,AFR,Africa,KEN,Kenya,SEVERITY,SEVERITY_MODERATE,Moderate,1560.0,1560 [741-2840]
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",1996-01-01,1996,1996,AFR,Africa,KEN,Kenya,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,Urban,20.3,20.3 [6 - 42.3]
NUT_BF_EIBF,"Early Initiation of Breastfeeding, Children born in the last 24 months",2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,EDUCATIONLEVEL,EDUCATIONLEVEL_PRLM,Primary,61.4,61.4 [58.6-64.2]
NUT_BF_EBF2D,Exclusively breastfed for the first two days after birth,2003-01-01,2003,2003,AFR,Africa,KEN,Kenya,HOUSEHOLDWEALTH,HOUSEHOLDWEALTH_WEALTH_TOP40,Wealth - Top 40%,44.4,44.4 [40.6-48.3]
NUT_CF_ZVF,"Zero vegetable or fruit consumption, 6-23 months",2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,WEALTHQUINTILE,WEALTHQUINTILE_WQ4,Q4,15.1,15.1 [11.7-19.3]
LBW_NUMBER,Low birth weight number (in thousands),2017-01-01,2017,2017,AFR,Africa,KEN,Kenya,,,,150.7,150.7 [131.3-172.5]
MORT_100,Number of deaths,2003-01-01,2003,2003,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,0.0,0
RSUD_570,Groups and agencies involved in prevention programs,2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,GROUP,GROUP_LABOUR_ORGANIZATIONS,Labour organizations,62344.04821834804,No data
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),1953-01-01,1953,1953,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,293.60882,293.6 [256.0-338.3]
NUT_BF_EVBF,Ever breastfed,2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,WEALTHQUINTILE,WEALTHQUINTILE_TOTL,Total,98.7,98.7 [98.2-99.1]
MORT_200,Deaths per 1 000 live births,2002-01-01,2002,2002,AFR,Africa,KEN,Kenya,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,4.09612,4.1
SA_0000001823,"Alcohol, tourist consumption (in litres of pure alcohol), three-year average",2014-01-01,2014,2014,AFR,Africa,KEN,Kenya,,,,-0.00806,0.0 [-0.1 - 0.1]
AIR_60,Household and ambient air pollution attributable DALYs,2013-01-01,2013,2013,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,6124.246,6124 [5665-6439]
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),1980-01-01,1980,1980,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,32.73874,32.7 [29.5-38.2]
